brand,perfume,type,category,target_audience,longevity,longevity_clean,rating,description,mood,occasion
paris corner,Identity - Oud Crescent,edp,Oud Oriental,Unisex,Strong,Strong,4.0,Identity - Oud Crescent by paris corner is a edp perfume designed for Unisex. It belongs to the Oud Oriental category and has Strong longevity.,,
paris corner,Identity - Rose & Leather,edp,Floral Leather,Unisex,Strong,Strong,4.0,Identity - Rose & Leather by paris corner is a edp perfume designed for Unisex. It belongs to the Floral Leather category and has Strong longevity.,,
paris corner,Kaheela Lux,edp,Amber Spicy,Female,Strong,Strong,4.0,Kaheela Lux by paris corner is a edp perfume designed for Female. It belongs to the Amber Spicy category and has Strong longevity.,,
paris corner,Khair,edp,Sweet Floral,Female,Medium,Medium,3.0,Khair by paris corner is a edp perfume designed for Female. It belongs to the Sweet Floral category and has Medium longevity.,"feminine, soft","party, casual"
paris corner,Khair Confection,edp,Sweet Gourmand,Female,Medium,Medium,3.0,Khair Confection by paris corner is a edp perfume designed for Female. It belongs to the Sweet Gourmand category and has Medium longevity.,,
paris corner,Khair Felicity,edp,Floral Sweet,Female,Medium,Medium,3.0,Khair Felicity by paris corner is a edp perfume designed for Female. It belongs to the Floral Sweet category and has Medium longevity.,,
paris corner,Khair Fusion,edp,Floral Fruity,Female,Medium,Medium,3.0,Khair Fusion by paris corner is a edp perfume designed for Female. It belongs to the Floral Fruity category and has Medium longevity.,"romantic, happy","daytime, casual"
paris corner,Khair Pistachio,edp,Gourmand Nutty,Unisex,Medium,Medium,3.0,Khair Pistachio by paris corner is a edp perfume designed for Unisex. It belongs to the Gourmand Nutty category and has Medium longevity.,,
paris corner,Killer Oud - Death By Oud,edp,Oud Smoky,Unisex,Strong,Strong,4.0,Killer Oud - Death By Oud by paris corner is a edp perfume designed for Unisex. It belongs to the Oud Smoky category and has Strong longevity.,,
paris corner,Killer Oud - Midnight Ecstasy,edp,Amber Oud,Unisex,Strong,Strong,4.0,Killer Oud - Midnight Ecstasy by paris corner is a edp perfume designed for Unisex. It belongs to the Amber Oud category and has Strong longevity.,,
paris corner,Marshmallow Blush,edp,Sweet Gourmand,Female,Medium,Medium,3.0,Marshmallow Blush by paris corner is a edp perfume designed for Female. It belongs to the Sweet Gourmand category and has Medium longevity.,,
paris corner,Mawj Moscow Mule,edp,Citrus Fresh,Unisex,Medium,Medium,3.0,Mawj Moscow Mule by paris corner is a edp perfume designed for Unisex. It belongs to the Citrus Fresh category and has Medium longevity.,,
paris corner,Ministry of Gourmand - Banana Bliss,edp,Fruity Gourmand,Unisex,Medium,Medium,3.0,Ministry of Gourmand - Banana Bliss by paris corner is a edp perfume designed for Unisex. It belongs to the Fruity Gourmand category and has Medium longevity.,,
paris corner,Ministry of Gourmand - Tiramisu Specoloo,edp,Dessert Gourmand,Unisex,Medium,Medium,3.0,Ministry of Gourmand - Tiramisu Specoloo by paris corner is a edp perfume designed for Unisex. It belongs to the Dessert Gourmand category and has Medium longevity.,,
paris corner,Ministry Series - Amber Oud,edp,Amber Oud,Unisex,Strong,Strong,4.0,Ministry Series - Amber Oud by paris corner is a edp perfume designed for Unisex. It belongs to the Amber Oud category and has Strong longevity.,,
paris corner,Ministry Series - Oud Royal,edp,Oud Spicy,Unisex,Strong,Strong,4.0,Ministry Series - Oud Royal by paris corner is a edp perfume designed for Unisex. It belongs to the Oud Spicy category and has Strong longevity.,,
paris corner,Ministry Series - Oud Satin,edp,Oud Sweet,Unisex,Strong,Strong,4.0,Ministry Series - Oud Satin by paris corner is a edp perfume designed for Unisex. It belongs to the Oud Sweet category and has Strong longevity.,,
paris corner,Ministry Series - Oud Indonesian,edp,Oud Woody,Unisex,Strong,Strong,4.0,Ministry Series - Oud Indonesian by paris corner is a edp perfume designed for Unisex. It belongs to the Oud Woody category and has Strong longevity.,,
paris corner,North Stag - Neuf IX (9),edp,Woody Spicy,Male,Strong,Strong,4.0,North Stag - Neuf IX (9) by paris corner is a edp perfume designed for Male. It belongs to the Woody Spicy category and has Strong longevity.,"strong, confident","evening, dinner"
paris corner,North Stag - Sept VII (7),edp,Woody Aromatic,Male,Medium,Medium,3.0,North Stag - Sept VII (7) by paris corner is a edp perfume designed for Male. It belongs to the Woody Aromatic category and has Medium longevity.,"relaxing, grounded","casual, work"
paris corner,North Stag - Huit VIII (8),edp,Woody Oriental,Male,Strong,Strong,4.0,North Stag - Huit VIII (8) by paris corner is a edp perfume designed for Male. It belongs to the Woody Oriental category and has Strong longevity.,,
paris corner,North Stag - Phenomenal Quatorze XIV (14),edp,Oriental Spicy,Male,Strong,Strong,4.0,North Stag - Phenomenal Quatorze XIV (14) by paris corner is a edp perfume designed for Male. It belongs to the Oriental Spicy category and has Strong longevity.,"bold, confident","party, special events"
paris corner,North Stag Expressions - I (Une/1),edp,Woody Fresh,Unisex,Medium,Medium,3.0,North Stag Expressions - I (Une/1) by paris corner is a edp perfume designed for Unisex. It belongs to the Woody Fresh category and has Medium longevity.,,
paris corner,North Stag Expressions - II (Deux/2),edp,Woody Oriental,Unisex,Strong,Strong,4.0,North Stag Expressions - II (Deux/2) by paris corner is a edp perfume designed for Unisex. It belongs to the Woody Oriental category and has Strong longevity.,,
paris corner,North Stag Expressions - III (Trois/3),edp,Oriental Spicy,Unisex,Strong,Strong,4.0,North Stag Expressions - III (Trois/3) by paris corner is a edp perfume designed for Unisex. It belongs to the Oriental Spicy category and has Strong longevity.,"bold, confident","party, special events"
paris corner,North Stag Expressions - IV (Quatre/4),edp,Amber Woody,Unisex,Strong,Strong,4.0,North Stag Expressions - IV (Quatre/4) by paris corner is a edp perfume designed for Unisex. It belongs to the Amber Woody category and has Strong longevity.,,
paris corner,Prive Zarah - Barcode Signature,edp,Woody Aromatic,Male,Medium,Medium,3.0,Prive Zarah - Barcode Signature by paris corner is a edp perfume designed for Male. It belongs to the Woody Aromatic category and has Medium longevity.,"relaxing, grounded","casual, work"
paris corner,Prive Zarah - Blend Afgano,edp,Oud Oriental,Unisex,Strong,Strong,4.0,Prive Zarah - Blend Afgano by paris corner is a edp perfume designed for Unisex. It belongs to the Oud Oriental category and has Strong longevity.,,
paris corner,Prive Zarah - Bois Dores,edp,Woody Amber,Unisex,Strong,Strong,4.0,Prive Zarah - Bois Dores by paris corner is a edp perfume designed for Unisex. It belongs to the Woody Amber category and has Strong longevity.,,
paris corner,Prive Zarah - Why,edp,Fresh Spicy,Male,Medium,Medium,3.0,Prive Zarah - Why by paris corner is a edp perfume designed for Male. It belongs to the Fresh Spicy category and has Medium longevity.,"vibrant, lively","outdoors, casual"
paris corner,Qissa (Pink),edp,Fruity Floral,Female,Medium,Medium,3.0,Qissa (Pink) by paris corner is a edp perfume designed for Female. It belongs to the Fruity Floral category and has Medium longevity.,"sweet, cheerful","daytime, brunch"
paris corner,Qissa Delicious,edp,Sweet Fruity,Female,Medium,Medium,3.0,Qissa Delicious by paris corner is a edp perfume designed for Female. It belongs to the Sweet Fruity category and has Medium longevity.,,
paris corner,Rifaqat,edp,Amber Spicy,Unisex,Strong,Strong,4.0,Rifaqat by paris corner is a edp perfume designed for Unisex. It belongs to the Amber Spicy category and has Strong longevity.,,
paris corner,Rifaqat Adorn,edp,Floral Oriental,Female,Medium,Medium,3.0,Rifaqat Adorn by paris corner is a edp perfume designed for Female. It belongs to the Floral Oriental category and has Medium longevity.,,
paris corner,Salty Breeze,edp,Fresh Aquatic,Unisex,Medium,Medium,3.0,Salty Breeze by paris corner is a edp perfume designed for Unisex. It belongs to the Fresh Aquatic category and has Medium longevity.,"fresh, lively","summer, beach"
paris corner,Soothing Zephyr,edp,Fresh Aromatic,Unisex,Medium,Medium,3.0,Soothing Zephyr by paris corner is a edp perfume designed for Unisex. It belongs to the Fresh Aromatic category and has Medium longevity.,"bright, uplifting","daily, errands"
paris corner,Taskeen Caramel,edp,Sweet Gourmand,Unisex,Medium,Medium,3.0,Taskeen Caramel by paris corner is a edp perfume designed for Unisex. It belongs to the Sweet Gourmand category and has Medium longevity.,,
paris corner,Taskeen Marina,edp,Fresh Aquatic,Unisex,Medium,Medium,3.0,Taskeen Marina by paris corner is a edp perfume designed for Unisex. It belongs to the Fresh Aquatic category and has Medium longevity.,"fresh, lively","summer, beach"
paris corner,Voux - Blue Oud,edp,Oud Woody,Unisex,Strong,Strong,4.0,Voux - Blue Oud by paris corner is a edp perfume designed for Unisex. It belongs to the Oud Woody category and has Strong longevity.,,
paris corner,Voux - Elegante,edp,Floral Oriental,Female,Medium,Medium,3.0,Voux - Elegante by paris corner is a edp perfume designed for Female. It belongs to the Floral Oriental category and has Medium longevity.,,
paris corner,Voux - Voilette,edp,Floral Powdery,Female,Medium,Medium,3.0,Voux - Voilette by paris corner is a edp perfume designed for Female. It belongs to the Floral Powdery category and has Medium longevity.,,
paris corner,Voux - Zeste,edp,Citrus Fresh,Unisex,Medium,Medium,3.0,Voux - Zeste by paris corner is a edp perfume designed for Unisex. It belongs to the Citrus Fresh category and has Medium longevity.,,
paris corner,Voux - Zingy,edp,Fruity Citrus,Unisex,Medium,Medium,3.0,Voux - Zingy by paris corner is a edp perfume designed for Unisex. It belongs to the Fruity Citrus category and has Medium longevity.,,
Afnan,9 AM Dive,EDP,Fresh Scent,Unisex,Medium,Medium,3.0,9 AM Dive by Afnan is a EDP perfume designed for Unisex. It belongs to the Fresh Scent category and has Medium longevity.,"light, refreshing","office, casual"
Afnan,9 AM Pour Femme,EDP,Fresh Scent,Female,Medium,Medium,3.0,9 AM Pour Femme by Afnan is a EDP perfume designed for Female. It belongs to the Fresh Scent category and has Medium longevity.,"light, refreshing","office, casual"
Afnan,9 AM Pour Homme,EDP,Fresh Scent,Male,Medium,Medium,3.0,9 AM Pour Homme by Afnan is a EDP perfume designed for Male. It belongs to the Fresh Scent category and has Medium longevity.,"light, refreshing","office, casual"
Afnan,9 PM,EDP,Mass Pleaser,Unisex,Medium,Medium,3.0,9 PM by Afnan is a EDP perfume designed for Unisex. It belongs to the Mass Pleaser category and has Medium longevity.,,
Afnan,9 PM Rebel,EDP,Woody Fruity,Male,Strong,Strong,4.0,9 PM Rebel by Afnan is a EDP perfume designed for Male. It belongs to the Woody Fruity category and has Strong longevity.,,
Afnan,Cherry Bouquet,EDP,Fruity Gourmand,Female,Medium,Medium,3.0,Cherry Bouquet by Afnan is a EDP perfume designed for Female. It belongs to the Fruity Gourmand category and has Medium longevity.,,
Afnan,Abstract Portrait,EDP,Oriental Fougere,Unisex,Strong,Strong,4.0,Abstract Portrait by Afnan is a EDP perfume designed for Unisex. It belongs to the Oriental Fougere category and has Strong longevity.,,
Afnan,Fatima Pink,Extrait de Parfum,Floral Fruity,Female,Medium,Medium,3.0,Fatima Pink by Afnan is a Extrait de Parfum perfume designed for Female. It belongs to the Floral Fruity category and has Medium longevity.,"romantic, happy","daytime, casual"
Afnan,Fatima Velvet Love,EDP,Floral Gourmand,Female,Medium,Medium,3.0,Fatima Velvet Love by Afnan is a EDP perfume designed for Female. It belongs to the Floral Gourmand category and has Medium longevity.,,
Afnan,Historic Olmeda,EDP,Aromatic Spicy,Unisex,Medium,Medium,3.0,Historic Olmeda by Afnan is a EDP perfume designed for Unisex. It belongs to the Aromatic Spicy category and has Medium longevity.,,
Afnan,Historic Sahara,EDP,Oriental Vanilla,Unisex,Strong,Strong,4.0,Historic Sahara by Afnan is a EDP perfume designed for Unisex. It belongs to the Oriental Vanilla category and has Strong longevity.,,
Afnan,Modest Deux,EDP,Fresh Scent,Female,Medium,Medium,3.0,Modest Deux by Afnan is a EDP perfume designed for Female. It belongs to the Fresh Scent category and has Medium longevity.,"light, refreshing","office, casual"
Afnan,Modest Une,EDP,Fresh Scent,Female,Medium,Medium,3.0,Modest Une by Afnan is a EDP perfume designed for Female. It belongs to the Fresh Scent category and has Medium longevity.,"light, refreshing","office, casual"
Afnan,Mystique Bouquet,EDP,Fruity Floral,Female,Medium,Medium,3.0,Mystique Bouquet by Afnan is a EDP perfume designed for Female. It belongs to the Fruity Floral category and has Medium longevity.,"sweet, cheerful","daytime, brunch"
Afnan,Penthouse Ginza,EDP,Woody Spicy,Male,Medium,Medium,3.0,Penthouse Ginza by Afnan is a EDP perfume designed for Male. It belongs to the Woody Spicy category and has Medium longevity.,"strong, confident","evening, dinner"
Afnan,Pride Intense,EDP,Woody Spicy,Male,Medium,Medium,3.0,Pride Intense by Afnan is a EDP perfume designed for Male. It belongs to the Woody Spicy category and has Medium longevity.,"strong, confident","evening, dinner"
Afnan,Rare Carbon,EDP,Woody Spicy,Male,Medium,Medium,3.0,Rare Carbon by Afnan is a EDP perfume designed for Male. It belongs to the Woody Spicy category and has Medium longevity.,"strong, confident","evening, dinner"
Afnan,Rare Reef,EDP,Woody Spicy,Male,Medium,Medium,3.0,Rare Reef by Afnan is a EDP perfume designed for Male. It belongs to the Woody Spicy category and has Medium longevity.,"strong, confident","evening, dinner"
Afnan,Rare Tiffany,EDP,Woody Spicy,Male,Medium,Medium,3.0,Rare Tiffany by Afnan is a EDP perfume designed for Male. It belongs to the Woody Spicy category and has Medium longevity.,"strong, confident","evening, dinner"
Afnan,Supremacy Collector's Edition,EDP,Woody Spicy,Male,Strong,Strong,4.0,Supremacy Collector's Edition by Afnan is a EDP perfume designed for Male. It belongs to the Woody Spicy category and has Strong longevity.,"strong, confident","evening, dinner"
Afnan,Supremacy Silver,EDP,Woody Spicy,Male,Medium,Medium,3.0,Supremacy Silver by Afnan is a EDP perfume designed for Male. It belongs to the Woody Spicy category and has Medium longevity.,"strong, confident","evening, dinner"
Afnan,Supremacy In Heaven,EDP,Woody Spicy,Male,Medium,Medium,3.0,Supremacy In Heaven by Afnan is a EDP perfume designed for Male. It belongs to the Woody Spicy category and has Medium longevity.,"strong, confident","evening, dinner"
Afnan,Supremacy in Oud,EDP,Woody Spicy,Male,Strong,Strong,4.0,Supremacy in Oud by Afnan is a EDP perfume designed for Male. It belongs to the Woody Spicy category and has Strong longevity.,"strong, confident","evening, dinner"
Afnan,Supremacy Not Only Intense,EDP,Woody Spicy,Male,Strong,Strong,4.0,Supremacy Not Only Intense by Afnan is a EDP perfume designed for Male. It belongs to the Woody Spicy category and has Strong longevity.,"strong, confident","evening, dinner"
Afnan,Theoreme,EDP,Woody Spicy,Unisex,Medium,Medium,3.0,Theoreme by Afnan is a EDP perfume designed for Unisex. It belongs to the Woody Spicy category and has Medium longevity.,"strong, confident","evening, dinner"
Afnan,Theoreme Matrix,EDP,Woody Spicy,Unisex,Medium,Medium,3.0,Theoreme Matrix by Afnan is a EDP perfume designed for Unisex. It belongs to the Woody Spicy category and has Medium longevity.,"strong, confident","evening, dinner"
Afnan,Theoreme Pour Femme,EDP,Woody Spicy,Female,Medium,Medium,3.0,Theoreme Pour Femme by Afnan is a EDP perfume designed for Female. It belongs to the Woody Spicy category and has Medium longevity.,"strong, confident","evening, dinner"
Afnan,Turathi Blue,EDP,Woody Spicy,Male,Medium,Medium,3.0,Turathi Blue by Afnan is a EDP perfume designed for Male. It belongs to the Woody Spicy category and has Medium longevity.,"strong, confident","evening, dinner"
Afnan,Turathi Brown,EDP,Woody Spicy,Male,Medium,Medium,3.0,Turathi Brown by Afnan is a EDP perfume designed for Male. It belongs to the Woody Spicy category and has Medium longevity.,"strong, confident","evening, dinner"
Afnan,Turathi Electric,EDP,Woody Spicy,Male,Medium,Medium,3.0,Turathi Electric by Afnan is a EDP perfume designed for Male. It belongs to the Woody Spicy category and has Medium longevity.,"strong, confident","evening, dinner"
xerjoff,Accento,edp,Chypre Floral Fruity,Unisex,Strong,Strong,4.0,Accento by xerjoff is a edp perfume designed for Unisex. It belongs to the Chypre Floral Fruity category and has Strong longevity.,,
xerjoff,Mefisto Gentiluomo,edp,Woody Aromatic,Unisex,Medium,Medium,3.0,Mefisto Gentiluomo by xerjoff is a edp perfume designed for Unisex. It belongs to the Woody Aromatic category and has Medium longevity.,"relaxing, grounded","casual, work"
xerjoff,Erba Pura,edp,Fruity Musk,Unisex,Strong,Strong,4.0,Erba Pura by xerjoff is a edp perfume designed for Unisex. It belongs to the Fruity Musk category and has Strong longevity.,,
xerjoff,More Than Words,edp,Floral Oriental,Female,Medium,Medium,3.0,More Than Words by xerjoff is a edp perfume designed for Female. It belongs to the Floral Oriental category and has Medium longevity.,,
xerjoff,Naxos,edp,Oriental Fougere Gourmand,Unisex,Strong,Strong,4.0,Naxos by xerjoff is a edp perfume designed for Unisex. It belongs to the Oriental Fougere Gourmand category and has Strong longevity.,,
xerjoff,Starlight,edp,Gourmand Spicy,Unisex,Medium,Medium,3.0,Starlight by xerjoff is a edp perfume designed for Unisex. It belongs to the Gourmand Spicy category and has Medium longevity.,,
xerjoff,Wardasina,edp,Woody Floral,Unisex,Medium,Medium,3.0,Wardasina by xerjoff is a edp perfume designed for Unisex. It belongs to the Woody Floral category and has Medium longevity.,"soft, warm","date, dinner"
xerjoff,Zaffiro,edp,Citrus Floral,Unisex,Medium,Medium,3.0,Zaffiro by xerjoff is a edp perfume designed for Unisex. It belongs to the Citrus Floral category and has Medium longevity.,,
xerjoff,Uden,edp,Woody Oriental,Unisex,Strong,Strong,4.0,Uden by xerjoff is a edp perfume designed for Unisex. It belongs to the Woody Oriental category and has Strong longevity.,,
xerjoff,Richwood,edp,Woody Spicy,Unisex,Strong,Strong,4.0,Richwood by xerjoff is a edp perfume designed for Unisex. It belongs to the Woody Spicy category and has Strong longevity.,"strong, confident","evening, dinner"
xerjoff,1861 Naxos,edp,Oriental Spicy,Unisex,Strong,Strong,4.0,1861 Naxos by xerjoff is a edp perfume designed for Unisex. It belongs to the Oriental Spicy category and has Strong longevity.,"bold, confident","party, special events"
xerjoff,Alexandria II,edp,Amber Oriental,Unisex,Strong,Strong,4.0,Alexandria II by xerjoff is a edp perfume designed for Unisex. It belongs to the Amber Oriental category and has Strong longevity.,"warm, cozy","dinner, romantic"
xerjoff,Lira,edp,Floral Fruity,Female,Medium,Medium,3.0,Lira by xerjoff is a edp perfume designed for Female. It belongs to the Floral Fruity category and has Medium longevity.,"romantic, happy","daytime, casual"
xerjoff,Join the Club,edp,Citrus Woody,Unisex,Medium,Medium,3.0,Join the Club by xerjoff is a edp perfume designed for Unisex. It belongs to the Citrus Woody category and has Medium longevity.,,
xerjoff,Gloria,edp,Floral Fruity,Female,Medium,Medium,3.0,Gloria by xerjoff is a edp perfume designed for Female. It belongs to the Floral Fruity category and has Medium longevity.,"romantic, happy","daytime, casual"
xerjoff,Vol De Nuit,edp,Oriental Spicy,Unisex,Strong,Strong,4.0,Vol De Nuit by xerjoff is a edp perfume designed for Unisex. It belongs to the Oriental Spicy category and has Strong longevity.,"bold, confident","party, special events"
xerjoff,Nio,edp,Fruity Citrus,Unisex,Medium,Medium,3.0,Nio by xerjoff is a edp perfume designed for Unisex. It belongs to the Fruity Citrus category and has Medium longevity.,,
xerjoff,Romeo,edp,Woody Spicy,Male,Strong,Strong,4.0,Romeo by xerjoff is a edp perfume designed for Male. It belongs to the Woody Spicy category and has Strong longevity.,"strong, confident","evening, dinner"
Paco Rabanne,Phantom,Parfum,Woody Aromatic,Unisex,Strong,Strong,4.0,Phantom by Paco Rabanne is a Parfum perfume designed for Unisex. It belongs to the Woody Aromatic category and has Strong longevity.,"relaxing, grounded","casual, work"
Paco Rabanne,Fame,Parfum,Floriental,Female,Strong,Strong,4.0,Fame by Paco Rabanne is a Parfum perfume designed for Female. It belongs to the Floriental category and has Strong longevity.,"elegant, sensual","evening, date"
Paco Rabanne,Invictus Victory Elixir,Parfum,Amber Spicy,Male,Strong,Strong,4.0,Invictus Victory Elixir by Paco Rabanne is a Parfum perfume designed for Male. It belongs to the Amber Spicy category and has Strong longevity.,,
Paco Rabanne,Invictus Legend,Parfum,Woody Spicy,Male,Strong,Strong,4.0,Invictus Legend by Paco Rabanne is a Parfum perfume designed for Male. It belongs to the Woody Spicy category and has Strong longevity.,"strong, confident","evening, dinner"
Paco Rabanne,Invictus Platinum,Parfum,Aromatic Fougere,Male,Strong,Strong,4.0,Invictus Platinum by Paco Rabanne is a Parfum perfume designed for Male. It belongs to the Aromatic Fougere category and has Strong longevity.,,
Paco Rabanne,Lady Million,Parfum,Floriental,Female,Medium,Medium,3.0,Lady Million by Paco Rabanne is a Parfum perfume designed for Female. It belongs to the Floriental category and has Medium longevity.,"elegant, sensual","evening, date"
Paco Rabanne,1 Million Eau de Toilette,EDT,Woody Spicy,Male,Medium,Medium,3.0,1 Million Eau de Toilette by Paco Rabanne is a EDT perfume designed for Male. It belongs to the Woody Spicy category and has Medium longevity.,"strong, confident","evening, dinner"
Paco Rabanne,1 Million Fabulous,Parfum,Amber Spicy,Male,Medium,Medium,3.0,1 Million Fabulous by Paco Rabanne is a Parfum perfume designed for Male. It belongs to the Amber Spicy category and has Medium longevity.,,
Paco Rabanne,1 Million Lucky,Parfum,Woody Fruity,Male,Strong,Strong,4.0,1 Million Lucky by Paco Rabanne is a Parfum perfume designed for Male. It belongs to the Woody Fruity category and has Strong longevity.,,
Paco Rabanne,1 Million Prive,Parfum,Amber Spicy,Male,Strong,Strong,4.0,1 Million Prive by Paco Rabanne is a Parfum perfume designed for Male. It belongs to the Amber Spicy category and has Strong longevity.,,
Paco Rabanne,1 Million Royal,Parfum,Amber Woody,Male,Medium,Medium,3.0,1 Million Royal by Paco Rabanne is a Parfum perfume designed for Male. It belongs to the Amber Woody category and has Medium longevity.,,
Paco Rabanne,Phantom Legion,Parfum,Woody Aromatic,Unisex,Strong,Strong,4.0,Phantom Legion by Paco Rabanne is a Parfum perfume designed for Unisex. It belongs to the Woody Aromatic category and has Strong longevity.,"relaxing, grounded","casual, work"
Paco Rabanne,Phantom Pour Homme,Parfum,Woody Aromatic,Unisex,Strong,Strong,4.0,Phantom Pour Homme by Paco Rabanne is a Parfum perfume designed for Unisex. It belongs to the Woody Aromatic category and has Strong longevity.,"relaxing, grounded","casual, work"
Paco Rabanne,Pure XS,Parfum,Amber Spicy,Male,Strong,Strong,4.0,Pure XS by Paco Rabanne is a Parfum perfume designed for Male. It belongs to the Amber Spicy category and has Strong longevity.,,
Paco Rabanne,Pure XS for Her,Parfum,Floriental,Female,Strong,Strong,4.0,Pure XS for Her by Paco Rabanne is a Parfum perfume designed for Female. It belongs to the Floriental category and has Strong longevity.,"elegant, sensual","evening, date"
Jean Paul Gaultier,Le Male,EDT,Amber Spicy,Male,Medium,Medium,3.0,Le Male by Jean Paul Gaultier is a EDT perfume designed for Male. It belongs to the Amber Spicy category and has Medium longevity.,,
Jean Paul Gaultier,Ultra Male,EDP,Amber Spicy,Male,Strong,Strong,4.0,Ultra Male by Jean Paul Gaultier is a EDP perfume designed for Male. It belongs to the Amber Spicy category and has Strong longevity.,,
Jean Paul Gaultier,Le Male Le Parfum,EDP,Amber Woody,Male,Strong,Strong,4.0,Le Male Le Parfum by Jean Paul Gaultier is a EDP perfume designed for Male. It belongs to the Amber Woody category and has Strong longevity.,,
Jean Paul Gaultier,Le Beau,EDT,Woody Aromatic,Male,Medium,Medium,3.0,Le Beau by Jean Paul Gaultier is a EDT perfume designed for Male. It belongs to the Woody Aromatic category and has Medium longevity.,"relaxing, grounded","casual, work"
Jean Paul Gaultier,Le Beau Le Parfum,EDP,Woody Amber,Male,Strong,Strong,4.0,Le Beau Le Parfum by Jean Paul Gaultier is a EDP perfume designed for Male. It belongs to the Woody Amber category and has Strong longevity.,,
Jean Paul Gaultier,Le Beau Paradise Garden,EDP,Woody Watery,Male,Medium,Medium,3.0,Le Beau Paradise Garden by Jean Paul Gaultier is a EDP perfume designed for Male. It belongs to the Woody Watery category and has Medium longevity.,,
Jean Paul Gaultier,Le Male In The Navy,EDT,Aromatic Fougere,Male,Medium,Medium,3.0,Le Male In The Navy by Jean Paul Gaultier is a EDT perfume designed for Male. It belongs to the Aromatic Fougere category and has Medium longevity.,,
Jean Paul Gaultier,Le Male Le Parfum Pride Edition,EDP,Amber Woody,Male,Strong,Strong,4.0,Le Male Le Parfum Pride Edition by Jean Paul Gaultier is a EDP perfume designed for Male. It belongs to the Amber Woody category and has Strong longevity.,,
Jean Paul Gaultier,Le Male Elixir,EDP,Amber Fougere,Male,Strong,Strong,4.0,Le Male Elixir by Jean Paul Gaultier is a EDP perfume designed for Male. It belongs to the Amber Fougere category and has Strong longevity.,,
Jean Paul Gaultier,Le Male Aviator,EDT,Aromatic Fougere,Male,Medium,Medium,3.0,Le Male Aviator by Jean Paul Gaultier is a EDT perfume designed for Male. It belongs to the Aromatic Fougere category and has Medium longevity.,,
Jean Paul Gaultier,Le Male Capitaine Collector,EDT,Aromatic Fougere,Male,Medium,Medium,3.0,Le Male Capitaine Collector by Jean Paul Gaultier is a EDT perfume designed for Male. It belongs to the Aromatic Fougere category and has Medium longevity.,,
Jean Paul Gaultier,Le Male On Board,EDT,Aromatic Fougere,Male,Medium,Medium,3.0,Le Male On Board by Jean Paul Gaultier is a EDT perfume designed for Male. It belongs to the Aromatic Fougere category and has Medium longevity.,,
Jean Paul Gaultier,Le Male Pride 2023,EDP,Amber Woody,Male,Strong,Strong,4.0,Le Male Pride 2023 by Jean Paul Gaultier is a EDP perfume designed for Male. It belongs to the Amber Woody category and has Strong longevity.,,
Jean Paul Gaultier,Le Male Pride 2024,EDP,Amber Woody,Male,Strong,Strong,4.0,Le Male Pride 2024 by Jean Paul Gaultier is a EDP perfume designed for Male. It belongs to the Amber Woody category and has Strong longevity.,,
Jean Paul Gaultier,Classique,EDP,Oriental Floral,Female,Strong,Strong,4.0,Classique by Jean Paul Gaultier is a EDP perfume designed for Female. It belongs to the Oriental Floral category and has Strong longevity.,,
Jean Paul Gaultier,Classique Intense,EDP,Oriental Floral,Female,Strong,Strong,4.0,Classique Intense by Jean Paul Gaultier is a EDP perfume designed for Female. It belongs to the Oriental Floral category and has Strong longevity.,,
Jean Paul Gaultier,Classique Essence de Parfum,Parfum,Oriental Floral,Female,Strong,Strong,4.0,Classique Essence de Parfum by Jean Paul Gaultier is a Parfum perfume designed for Female. It belongs to the Oriental Floral category and has Strong longevity.,,
Jean Paul Gaultier,Classique X,EDP,Oriental Floral,Female,Strong,Strong,4.0,Classique X by Jean Paul Gaultier is a EDP perfume designed for Female. It belongs to the Oriental Floral category and has Strong longevity.,,
Jean Paul Gaultier,Classique Collector,EDP,Oriental Floral,Female,Strong,Strong,4.0,Classique Collector by Jean Paul Gaultier is a EDP perfume designed for Female. It belongs to the Oriental Floral category and has Strong longevity.,,
Jean Paul Gaultier,Classique Eau de Parfum,EDP,Oriental Floral,Female,Strong,Strong,4.0,Classique Eau de Parfum by Jean Paul Gaultier is a EDP perfume designed for Female. It belongs to the Oriental Floral category and has Strong longevity.,,
Jean Paul Gaultier,Classique Eau de Toilette,EDT,Oriental Floral,Female,Medium,Medium,3.0,Classique Eau de Toilette by Jean Paul Gaultier is a EDT perfume designed for Female. It belongs to the Oriental Floral category and has Medium longevity.,,
Jean Paul Gaultier,Scandal,EDP,Floriental,Female,Strong,Strong,4.0,Scandal by Jean Paul Gaultier is a EDP perfume designed for Female. It belongs to the Floriental category and has Strong longevity.,"elegant, sensual","evening, date"
Jean Paul Gaultier,Scandal by Night,EDP,Floriental,Female,Strong,Strong,4.0,Scandal by Night by Jean Paul Gaultier is a EDP perfume designed for Female. It belongs to the Floriental category and has Strong longevity.,"elegant, sensual","evening, date"
Jean Paul Gaultier,Scandal A Paris,EDP,Floriental,Female,Strong,Strong,4.0,Scandal A Paris by Jean Paul Gaultier is a EDP perfume designed for Female. It belongs to the Floriental category and has Strong longevity.,"elegant, sensual","evening, date"
Jean Paul Gaultier,Scandal Le Parfum,Parfum,Floriental,Female,Strong,Strong,4.0,Scandal Le Parfum by Jean Paul Gaultier is a Parfum perfume designed for Female. It belongs to the Floriental category and has Strong longevity.,"elegant, sensual","evening, date"
